Event,Pid,RT,HumanProbability,SequencePosition,Suspect,WitnessGender,Claim,Context,ContextDegree,ContextCat
1851,768050,10277,30,1,1,1,0,0,NaN,NaN
1855,768050,7894,60,2,1,0,0,0,0,0
1859,768050,8612.99999999999,40,3,1,1,0,0,0,0
1863,768050,3496,60,4,1,0,1,0,0,0
1867,768050,8813,65,5,1,1,1,0,0.25,0
1871,768050,4846.00000000001,70,6,1,1,1,0,0.4,0
1875,768050,9951,45,7,1,0,0,0,0.5,NaN
1879,768050,5357,51,8,1,0,0,0,0.428571428571429,0
1883,768050,4715.00000000001,75,9,1,0,1,0,0.375,0
1887,768050,4540,53,10,1,1,0,0,0.444444444444444,0
1892,768052,5206.3199999975,53,0,1,3,3,0,NaN,NaN
1897,768052,4011.73500000732,14,1,1,0,1,0,NaN,NaN
1902,768052,6115.10999999882,12,2,1,0,1,0,1,1
1905,768052,6399.14500000305,26,3,1,1,0,0,1,1
1909,768052,2242.15000000549,28,4,1,1,1,0,0.666666666666667,1
1913,768052,3814.78500000958,47,5,1,0,0,0,0.75,1
1917,768052,2328.80000000296,30,6,1,0,0,0,0.6,1
1921,768052,2090.92000000237,12,7,1,1,0,0,0.5,NaN
1925,768052,4509.42499999655,25,8,1,1,1,0,0.428571428571429,0
1929,768052,2804.68499999552,9,9,1,1,0,0,0.5,NaN
1933,768052,2883.93999999971,6,10,1,0,0,0,0.444444444444444,0
1984,768074,13164,50,0,1,3,3,0,NaN,NaN
1989,768074,9855,50,1,1,1,0,0,NaN,NaN
1993,768074,4441,50,2,1,0,0,0,0,0
1997,768074,4515,50,3,1,0,0,0,0,0
2001,768074,5947,50,4,1,0,1,0,0,0
2005,768074,4541,50,5,1,1,1,0,0.25,0
2009,768074,4600,50,6,1,1,0,0,0.4,0
2013,768074,5406,50,7,1,1,1,0,0.333333333333333,0
2017,768074,4626,50,8,1,0,1,0,0.428571428571429,0
2021,768074,3709,50,9,1,0,0,0,0.5,NaN
2025,768074,4012,50,10,1,1,0,0,0.444444444444444,0
1938,768076,6913.28500001691,60,0,1,3,3,0,NaN,NaN
1943,768076,29258.2349999866,60,1,1,0,1,0,NaN,NaN
1947,768076,3625.03500000457,56,2,1,0,0,0,1,1
1951,768076,3982.29499999434,45,3,1,1,0,0,0.5,NaN
1955,768076,3154.52000001096,46,4,1,0,0,0,0.333333333333333,0
1959,768076,3381.98000000557,43,5,1,1,0,0,0.25,0
1963,768076,2817.90500000352,47,6,1,1,1,0,0.2,0
1967,768076,2488.75499999849,40,7,1,0,0,0,0.333333333333333,0
1971,768076,2885.10499999393,49,8,1,0,1,0,0.285714285714286,0
1975,768076,2358.81500001415,50,9,1,1,1,0,0.375,0
1979,768076,3695.36000001244,47,10,1,1,0,0,0.444444444444444,0
2030,768088,4980.76000000583,63,0,1,3,3,0,NaN,NaN
2035,768088,7681.96999997599,56,1,1,1,0,0,NaN,NaN
2039,768088,4565.74499997078,47,2,1,1,0,0,0,0
2043,768088,6077.4949999759,43,3,1,0,0,0,0,0
2047,768088,5718.49500003736,48,4,1,1,1,0,0,0
2051,768088,4457.28000003146,52,5,1,1,1,0,0.25,0
2055,768088,5169.95999997016,49,6,1,0,0,0,0.4,0
2059,768088,6446.11000001896,42,7,1,1,0,0,0.333333333333333,0
2063,768088,3241.8099999777,45,8,1,0,1,0,0.285714285714286,0
2067,768088,3053.25499997707,51,9,1,0,1,0,0.375,0
2071,768088,2708.0100000021,49,10,1,0,0,0,0.444444444444444,0
2122,768089,18356.9699999643,35,0,1,3,3,0,NaN,NaN
2127,768089,11298.8349999068,31,1,1,1,1,0,NaN,NaN
2131,768089,12966.480000061,28,2,1,0,0,0,1,1
2135,768089,11837.4199999962,31,3,1,0,0,0,0.5,NaN
2139,768089,16122.1650000662,35,4,1,0,1,0,0.333333333333333,0
2143,768089,9331.94999990519,25,5,1,0,0,0,0.5,NaN
2147,768089,9499.78000007104,25,6,1,1,0,0,0.4,0
2151,768089,14795.6199999899,35,7,1,1,1,0,0.333333333333333,0
2155,768089,8657.3549999157,25,8,1,1,0,0,0.428571428571429,0
2159,768089,16243.2300000219,35,9,1,0,1,0,0.375,0
2163,768089,7940.494999988,25,10,1,1,0,0,0.444444444444444,0
2076,768090,18464.9999999674,50,0,1,3,3,0,NaN,NaN
2081,768090,20560.599999968,50,1,1,1,0,0,NaN,NaN
2085,768090,4212.20000000903,50,2,1,0,1,0,0,0
2089,768090,21507.799999963,50,3,1,1,0,0,0.5,NaN
2093,768090,2723.70000003139,50,4,1,0,0,0,0.333333333333333,0
2097,768090,4634.29999997607,50,5,1,1,0,0,0.25,0
2101,768090,3505.60000003316,50,6,1,0,0,0,0.2,0
2105,768090,9074.80000000214,50,7,1,1,1,0,0.166666666666667,0
2109,768090,5285.09999997914,50,8,1,1,1,0,0.285714285714286,0
2113,768090,10087.5999999698,50,9,1,0,1,0,0.375,0
2117,768090,6529.39999999944,50,10,1,0,0,0,0.444444444444444,0
2168,768098,23003.9999999572,40,0,1,3,3,0,NaN,NaN
2173,768098,14371.9999999739,20,1,1,1,0,0,NaN,NaN
2177,768098,8834.00000003166,50,2,1,1,1,0,0,0
2181,768098,7384.00000002002,20,3,1,1,0,0,0.5,NaN
2185,768098,8418.00000000512,20,4,1,0,0,0,0.333333333333333,0
2189,768098,7286.99999995297,20,5,1,0,0,0,0.25,0
2193,768098,9810.99999998696,11,6,1,0,0,0,0.2,0
2197,768098,5500,16,7,1,1,0,0,0.166666666666667,0
2201,768098,5516.00000000326,49,8,1,1,1,0,0.142857142857143,0
2205,768098,6093.99999998277,50,9,1,0,1,0,0.25,0
2209,768098,4916.00000002654,52,10,1,0,1,0,0.333333333333333,0
2214,768115,31159,55,0,1,3,3,0,NaN,NaN
2219,768115,17514,55,1,1,1,0,0,NaN,NaN
2223,768115,5412,55,2,1,0,0,0,0,0
2227,768115,4971,54,3,1,0,0,0,0,0
2231,768115,6662,50,4,1,1,0,0,0,0
2235,768115,4732,49,5,1,1,0,0,0,0
2239,768115,8572,52,6,1,0,1,0,0,0
2243,768115,6021,50,7,1,0,0,0,0.166666666666667,0
2247,768115,11377,55,8,1,1,1,0,0.142857142857143,0
2251,768115,5251,57,9,1,1,1,0,0.25,0
2255,768115,3901,58,10,1,0,1,0,0.333333333333333,0
2490,768118,7893.07499999995,60,0,1,3,3,0,NaN,NaN
2495,768118,10404.5599999954,3,1,1,0,0,0,NaN,NaN
2499,768118,10021.6999999975,3,2,1,0,0,0,0,0
2503,768118,9061.76500000583,40,3,1,0,1,0,0,0
2507,768118,3610.1350000099,55,4,1,0,1,0,0.333333333333333,0
2511,768118,3901.72500000335,34,5,1,0,0,0,0.5,NaN
2515,768118,3155.50999999687,27,6,1,1,0,0,0.4,0
2519,768118,3771.18499999051,18,7,1,1,0,0,0.333333333333333,0
2523,768118,3295.99999998754,18,8,1,1,0,0,0.285714285714286,0
2527,768118,3723.12500000407,27,9,1,1,1,0,0.25,0
2531,768118,4345.80999999889,33,10,1,1,1,0,0.333333333333333,0
2260,768122,10703.7649999838,10,0,1,3,3,0,NaN,NaN
2265,768122,16392.2850000672,10,1,1,0,1,0,NaN,NaN
2269,768122,6724.97500001919,10,2,1,0,0,0,1,1
2273,768122,6695.99999999627,10,3,1,0,0,0,0.5,NaN
2277,768122,6780.90500005055,10,4,1,1,1,0,0.333333333333333,0
2281,768122,4070.87000005413,10,5,1,0,0,0,0.5,NaN
2285,768122,5029.52999994159,10,6,1,1,0,0,0.4,0
2289,768122,4408.04999996908,10,7,1,1,0,0,0.333333333333333,0
2293,768122,3959.33499990497,10,8,1,1,1,0,0.285714285714286,0
2297,768122,3994.49499999173,10,9,1,1,0,0,0.375,0
2301,768122,3301.70499999076,10,10,1,0,1,0,0.333333333333333,0
2352,768126,23333,1,0,1,3,3,0,NaN,NaN
2357,768126,10366,1,1,1,1,0,0,NaN,NaN
2361,768126,17864,10,2,1,0,1,0,0,0
2365,768126,14676,5,3,1,1,0,0,0.5,NaN
2369,768126,5449,5,4,1,1,1,0,0.333333333333333,0
2373,768126,9657,8,5,1,1,1,0,0.5,NaN
2377,768126,13508,7,6,1,0,0,0,0.6,1
2381,768126,5895,7,7,1,1,0,0,0.5,NaN
2385,768126,9051,9,8,1,0,1,0,0.428571428571429,0
2389,768126,6824,8,9,1,0,0,0,0.5,NaN
2393,768126,5855,7,10,1,0,0,0,0.444444444444444,0
2306,768133,10443,27,0,1,3,3,0,NaN,NaN
2311,768133,6487,27,1,1,1,0,0,NaN,NaN
2315,768133,3426,28,2,1,0,0,0,0,0
2319,768133,5210,67,3,1,1,1,0,0,0
2323,768133,5102,33,4,1,1,0,0,0.333333333333333,0
2327,768133,2376,30,5,1,0,0,0,0.25,0
2331,768133,2832,27,6,1,1,0,0,0.2,0
2335,768133,2508,26,7,1,0,0,0,0.166666666666667,0
2339,768133,3383,61,8,1,1,1,0,0.142857142857143,0
2343,768133,2643,65,9,1,0,1,0,0.25,0
2347,768133,2631,65,10,1,0,1,0,0.333333333333333,0
2398,768137,19661.9199999986,65,0,1,3,3,0,NaN,NaN
2403,768137,17105.0149999937,38,1,1,0,1,0,NaN,NaN
2407,768137,13765.744999997,18,2,1,0,0,0,1,1
2411,768137,6961.60000000964,10,3,1,1,0,0,0.5,NaN
2415,768137,11958.2999999984,10,4,1,1,0,0,0.333333333333333,0
2419,768137,10042.2450000042,20,5,1,0,0,0,0.25,0
2423,768137,6870.7049999939,10,6,1,1,0,0,0.2,0
2427,768137,16012.705000001,75,7,1,1,1,0,0.166666666666667,0
2431,768137,10567.2900000063,75,8,1,1,1,0,0.285714285714286,0
2435,768137,13597.6349999983,50,9,1,0,0,0,0.375,0
2439,768137,5309.21000000671,66,10,1,0,1,0,0.333333333333333,0
2444,768138,52477.3799999966,50,0,1,3,3,0,NaN,NaN
2449,768138,30522.6549999788,50,1,1,0,0,0,NaN,NaN
2453,768138,12446.7699999805,50,2,1,1,0,0,0,0
2457,768138,28434.1499999864,50,3,1,1,1,0,0,0
2461,768138,7733.95000002347,50,4,1,0,1,0,0.333333333333333,0
2465,768138,22930.9550000471,40,5,1,1,0,0,0.5,NaN
2469,768138,26007.024999999,40,6,1,1,1,0,0.4,0
2473,768138,11995.1449999935,50,7,1,0,1,0,0.5,NaN
2477,768138,14422.2450000234,50,8,1,0,0,0,0.571428571428571,1
2481,768138,12212.1349999798,40,9,1,1,0,0,0.5,NaN
2485,768138,10482.0400000317,35,10,1,0,0,0,0.444444444444444,0
2536,768143,14496.2300000043,42,0,1,3,3,0,NaN,NaN
2541,768143,8611.26999999397,50,1,1,1,0,0,NaN,NaN
2545,768143,8374.56499999098,50,2,1,1,1,0,0,0
2549,768143,7434.58499999542,47,3,1,1,0,0,0.5,NaN
2553,768143,3589.97499999532,48,4,1,0,1,0,0.333333333333333,0
2557,768143,4527.60499999567,49,5,1,0,0,0,0.5,NaN
2561,768143,3960.02500000759,48,6,1,0,0,0,0.4,0
2565,768143,3788.20499998983,46,7,1,1,0,0,0.333333333333333,0
2569,768143,4495.39000001096,49,8,1,0,1,0,0.285714285714286,0
2573,768143,6330.53500000096,49,9,1,1,1,0,0.375,0
2577,768143,4145.19999999902,47,10,1,0,0,0,0.444444444444444,0
2628,768151,24585.9900000505,60,0,1,3,3,0,NaN,NaN
2633,768151,24362.1300000232,50,1,1,1,0,0,NaN,NaN
2637,768151,14946.334999986,48,2,1,0,0,0,0,0
2641,768151,3395.26500005741,48,3,1,1,0,0,0,0
2645,768151,10840.729999938,45,4,1,1,0,0,0,0
2649,768151,5488.84000000544,50,5,1,1,1,0,0,0
2653,768151,22842.180000036,54,6,1,0,1,0,0.2,0
2657,768151,7945.59999997728,58,7,1,1,1,0,0.333333333333333,0
2661,768151,2609.28000009153,64,8,1,0,1,0,0.428571428571429,0
2665,768151,4137.65499996953,60,9,1,0,0,0,0.5,NaN
2669,768151,6995.6199999433,63,10,1,0,0,0,0.444444444444444,0
2674,768157,72354.7000000253,37,0,1,3,3,0,NaN,NaN
2679,768157,13595.4400000628,32,1,1,1,0,0,NaN,NaN
2683,768157,7503.46499984153,30,2,1,0,0,0,0,0
2687,768157,12029.7150001861,30,3,1,0,0,0,0,0
2691,768157,6880.0999999512,25,4,1,1,0,0,0,0
2695,768157,11175.1500000246,31,5,1,1,1,0,0,0
2699,768157,5778.77500001341,34,6,1,0,1,0,0.2,0
2703,768157,19648.8550000358,36,7,1,1,0,0,0.333333333333333,0
2707,768157,6396.57499990426,42,8,1,1,1,0,0.285714285714286,0
2711,768157,21081.4249999821,44,9,1,0,1,0,0.375,0
2715,768157,7418.28500013798,45,10,1,0,0,0,0.444444444444444,0
2582,768160,8273.90000002924,57,0,1,3,3,0,NaN,NaN
2587,768160,2929.89999998827,45,1,1,1,0,0,NaN,NaN
2591,768160,1795.10000004666,48,2,1,0,1,0,0,0
2595,768160,2601.10000002896,45,3,1,0,0,0,0.5,NaN
2599,768160,1808.79999999888,42,4,1,1,1,0,0.333333333333333,0
2603,768160,1467.50000002794,47,5,1,0,1,0,0.5,NaN
2607,768160,2739.50000002515,59,6,1,1,0,0,0.6,1
2611,768160,2823.10000003781,38,7,1,0,0,0,0.5,NaN
2615,768160,2054.30000001797,38,8,1,1,0,0,0.428571428571429,0
2619,768160,1290.60000000754,50,9,1,0,0,0,0.375,0
2623,768160,1247.70000000717,56,10,1,1,1,0,0.333333333333333,0
3272,768163,6391.06999999785,95,0,1,3,3,0,NaN,NaN
3277,768163,9404.87500000017,70,1,1,1,0,0,NaN,NaN
3281,768163,3030.92499999912,99,2,1,1,1,0,0,0
3285,768163,3814.78000000061,99,3,1,0,1,0,0.5,NaN
3289,768163,3932.76999999944,75,4,1,0,0,0,0.666666666666667,1
3293,768163,2579.47499999864,99,5,1,1,1,0,0.5,NaN
3297,768163,7191.58500000049,77,6,1,0,0,0,0.6,1
3301,768163,2657.32500000013,99,7,1,1,0,0,0.5,NaN
3305,768163,2917.2499999986,82,8,1,1,0,0,0.428571428571429,0
3309,768163,2605.75500000414,99,9,1,0,1,0,0.375,0
3313,768163,5250.27499999851,80,10,1,0,0,0,0.444444444444444,0
2766,768173,15711.299999999,42,0,1,3,3,0,NaN,NaN
2771,768173,23625.600000003,1,1,1,0,1,0,NaN,NaN
2775,768173,11346.0000000014,100,2,1,1,0,0,1,1
2779,768173,5032.89999999834,100,3,1,1,1,0,0.5,NaN
2783,768173,4310.09999999878,100,4,1,1,0,0,0.666666666666667,1
2787,768173,4443.10000000041,100,5,1,1,1,0,0.5,NaN
2791,768173,6524.09999999873,98,6,1,0,0,0,0.6,1
2795,768173,5639.69999999972,99,7,1,0,1,0,0.5,NaN
2799,768173,2353.59999999855,100,8,1,0,0,0,0.571428571428571,1
2803,768173,3204.30000000124,100,9,1,1,0,0,0.5,NaN
2807,768173,4209.90000000165,97,10,1,0,0,0,0.444444444444444,0
2720,768176,17725.5249998998,48,0,1,3,3,0,NaN,NaN
2725,768176,6151.4699999243,44,1,1,0,1,0,NaN,NaN
2729,768176,5368.33999981172,38,2,1,0,0,0,1,1
2733,768176,4016.54500002041,35,3,1,1,0,0,0.5,NaN
2737,768176,7384.00499988347,47,4,1,1,1,0,0.333333333333333,0
2741,768176,3630.72999985889,49,5,1,0,1,0,0.5,NaN
2745,768176,2903.93999987282,53,6,1,1,1,0,0.6,1
2749,768176,4780.41500016116,49,7,1,0,0,0,0.666666666666667,1
2753,768176,2928.65499993786,45,8,1,1,0,0,0.571428571428571,1
2757,768176,3000.29000011273,39,9,1,1,0,0,0.5,NaN
2761,768176,3663.7299999129,36,10,1,0,0,0,0.444444444444444,0
2812,768184,16596.6450000005,1,0,1,3,3,0,NaN,NaN
2817,768184,6537.99499999968,10,1,1,1,0,0,NaN,NaN
2821,768184,5233.70499999965,10,2,1,0,1,0,0,0
2825,768184,7234.41000000003,15,3,1,1,0,0,0.5,NaN
2829,768184,5449.84999999997,10,4,1,0,0,0,0.333333333333333,0
2833,768184,5121.97500000002,15,5,1,1,1,0,0.25,0
2837,768184,2792.93000000052,10,6,1,1,0,0,0.4,0
2841,768184,3996.50999999994,15,7,1,1,1,0,0.333333333333333,0
2845,768184,3353.7150000002,10,8,1,0,0,0,0.428571428571429,0
2849,768184,4524.54500000022,15,9,1,0,1,0,0.375,0
2853,768184,4788.42500000064,10,10,1,0,0,0,0.444444444444444,0
2858,768190,8143.1750000047,71,0,1,3,3,0,NaN,NaN
2863,768190,4584.5399999962,2,1,1,1,1,0,NaN,NaN
2868,768190,5882.53500000428,1,2,1,0,0,0,1,1
2871,768190,2152.37999999954,1,3,1,0,0,0,0.5,NaN
2875,768190,2952.36000000295,1,4,1,1,0,0,0.333333333333333,0
2879,768190,1596.04499999841,100,5,1,0,1,0,0.25,0
2883,768190,2325.27999999729,1,6,1,1,0,0,0.4,0
2887,768190,3689.08499999816,1,7,1,1,0,0,0.333333333333333,0
2891,768190,2114.65999999928,100,8,1,0,1,0,0.285714285714286,0
2895,768190,3444.04000000213,1,9,1,0,0,0,0.375,0
2899,768190,2210.18499999627,100,10,1,1,1,0,0.333333333333333,0
2904,768194,13163,66,0,1,3,3,0,NaN,NaN
2909,768194,10062,57,1,1,1,0,0,NaN,NaN
2913,768194,8287,66,2,1,0,1,0,0,0
2917,768194,4353,73,3,1,0,1,0,0.5,NaN
2921,768194,5845,53,4,1,1,1,0,0.666666666666667,1
2925,768194,13549,47,5,1,0,0,0,0.75,1
2929,768194,4696,42,6,1,0,0,0,0.6,1
2933,768194,4192,72,7,1,1,1,0,0.5,NaN
2937,768194,2994,52,8,1,1,0,0,0.571428571428571,1
2941,768194,6324,57,9,1,1,0,0,0.5,NaN
2945,768194,7698.00000000001,43,10,1,0,0,0,0.444444444444444,0
2950,768204,5459.899999958,40,0,1,3,3,0,NaN,NaN
2955,768204,4887.50000001164,61,1,1,1,1,0,NaN,NaN
2959,768204,2811.80000002496,28,2,1,0,0,0,1,1
2963,768204,1567.70000001416,28,3,1,0,0,0,0.5,NaN
2967,768204,2235.20000005374,42,4,1,1,1,0,0.333333333333333,0
2971,768204,2518.99999997113,31,5,1,1,0,0,0.5,NaN
2975,768204,2045.8000000217,53,6,1,0,1,0,0.4,0
2979,768204,2266.19999995455,49,7,1,0,1,0,0.5,NaN
2983,768204,3329.10000003176,33,8,1,0,0,0,0.571428571428571,1
2987,768204,1794.50000001816,31,9,1,1,0,0,0.5,NaN
2991,768204,1650.59999999357,25,10,1,1,0,0,0.444444444444444,0
2996,768208,15622.2949998919,45,0,1,3,3,0,NaN,NaN
3001,768208,12292.974999873,50,1,1,0,0,0,NaN,NaN
3005,768208,13186.5449999459,30,2,1,0,0,0,0,0
3009,768208,7370.30999991111,20,3,1,1,0,0,0,0
3013,768208,6424.66999986209,15,4,1,0,1,0,0,0
3017,768208,3151.91999985836,11,5,1,1,0,0,0.25,0
3021,768208,3451.43499993719,12,6,1,0,0,0,0.2,0
3025,768208,2085.58499999344,10,7,1,1,0,0,0.166666666666667,0
3029,768208,2965.1699999813,20,8,1,1,1,0,0.142857142857143,0
3033,768208,1930.60499988496,20,9,1,1,1,0,0.25,0
3037,768208,2060.00499986112,9,10,1,0,1,0,0.333333333333333,0
3042,768210,7919,23,0,1,3,3,0,NaN,NaN
3047,768210,4347,12,1,1,1,1,0,NaN,NaN
3051,768210,4149,6,2,1,0,1,0,1,1
3055,768210,3148,8,3,1,1,1,0,1,1
3059,768210,5898,6,4,1,0,0,0,1,1
3063,768210,3042,17,5,1,0,0,0,0.75,1
3067,768210,2933,10,6,1,1,0,0,0.6,1
3071,768210,3594,7,7,1,1,0,0,0.5,NaN
3075,768210,2772,3,8,1,0,0,0,0.428571428571429,0
3079,768210,2822,3,9,1,0,1,0,0.375,0
3083,768210,2297,6,10,1,1,0,0,0.444444444444444,0
3088,768217,12620.7550000399,50,0,1,3,3,0,NaN,NaN
3093,768217,4815.29000005685,50,1,1,1,0,0,NaN,NaN
3097,768217,7370.77000003774,50,2,1,1,0,0,0,0
3101,768217,5485.21000007167,50,3,1,0,1,0,0,0
3105,768217,4013.3050000295,50,4,1,1,0,0,0.333333333333333,0
3109,768217,5384.14500001818,50,5,1,1,1,0,0.25,0
3113,768217,4026.99499996379,50,6,1,0,1,0,0.4,0
3117,768217,5623.84500005282,50,7,1,1,1,0,0.5,NaN
3121,768217,5533.80500001367,50,8,1,0,0,0,0.571428571428571,1
3125,768217,5934.76999993436,50,9,1,0,0,0,0.5,NaN
3129,768217,7222.33500005677,50,10,1,0,0,0,0.444444444444444,0
3134,768220,32661.4949999998,40,0,1,3,3,0,NaN,NaN
3139,768220,23568.3999999999,20,1,1,0,0,0,NaN,NaN
3143,768220,7390.35999999988,20,2,1,1,0,0,0,0
3147,768220,9144.18000000001,20,3,1,0,0,0,0,0
3151,768220,13692.5699999999,20,4,1,1,0,0,0,0
3155,768220,13616.0299999999,20,5,1,0,0,0,0,0
3159,768220,14577.19,30,6,1,1,0,0,0,0
3163,768220,10819.0849999999,50,7,1,1,1,0,0,0
3167,768220,8315.52499999999,50,8,1,1,1,0,0.142857142857143,0
3171,768220,8052.48499999993,50,9,1,0,1,0,0.25,0
3175,768220,5201.505,50,10,1,0,1,0,0.333333333333333,0
3226,768228,6839,86,0,1,3,3,0,NaN,NaN
3231,768228,4464,15,1,1,1,1,0,NaN,NaN
3235,768228,2980,80,2,1,0,1,0,1,1
3239,768228,4810,23,3,1,0,0,0,1,1
3243,768228,2688,79,4,1,1,1,0,0.666666666666667,1
3247,768228,3714,31,5,1,0,0,0,0.75,1
3251,768228,3223,28,6,1,1,0,0,0.6,1
3255,768228,2931,20,7,1,0,0,0,0.5,NaN
3259,768228,2066,80,8,1,1,0,0,0.428571428571429,0
3263,768228,2384,25,9,1,1,0,0,0.375,0
3267,768228,2241,83,10,1,0,1,0,0.333333333333333,0
3180,768237,4532,22,0,1,3,3,0,NaN,NaN
3185,768237,4274,23,1,1,0,0,0,NaN,NaN
3189,768237,3353,37,2,1,1,1,0,0,0
3193,768237,19860,22,3,1,1,0,0,0.5,NaN
3197,768237,4003,33,4,1,0,1,0,0.333333333333333,0
3201,768237,3173,22,5,1,0,0,0,0.5,NaN
3205,768237,3404,17,6,1,1,0,0,0.4,0
3209,768237,3588,18,7,1,0,0,0,0.333333333333333,0
3213,768237,3796,15,8,1,1,0,0,0.285714285714286,0
3217,768237,4733,32,9,1,0,1,0,0.25,0
3221,768237,3103,38,10,1,1,1,0,0.333333333333333,0
3318,768240,9075,30,0,1,3,3,0,NaN,NaN
3323,768240,13771,25,1,1,1,0,0,NaN,NaN
3327,768240,5373,23,2,1,0,0,0,0,0
3331,768240,8677,35,3,1,1,1,0,0,0
3335,768240,3621.00000000001,30,4,1,1,0,0,0.333333333333333,0
3339,768240,3280,30,5,1,0,0,0,0.25,0
3343,768240,3265,32,6,1,1,0,0,0.2,0
3347,768240,3138,40,7,1,0,1,0,0.166666666666667,0
3351,768240,3797,51,8,1,1,1,0,0.285714285714286,0
3355,768240,2600,52,9,1,0,1,0,0.375,0
3359,768240,7328,55,10,1,0,0,0,0.444444444444444,0
3364,768246,7428,50,0,1,3,3,0,NaN,NaN
3369,768246,17176,50,1,1,1,0,0,NaN,NaN
3373,768246,12232,50,2,1,0,0,0,0,0
3377,768246,9009,50,3,1,1,1,0,0,0
3381,768246,7179,50,4,1,0,0,0,0.333333333333333,0
3385,768246,6732,50,5,1,0,1,0,0.25,0
3389,768246,9137,50,6,1,0,0,0,0.4,0
3393,768246,6273,50,7,1,0,1,0,0.333333333333333,0
3397,768246,5826,50,8,1,1,1,0,0.428571428571429,0
3401,768246,5995,50,9,1,1,0,0,0.5,NaN
3405,768246,5395,50,10,1,1,0,0,0.444444444444444,0
3410,768251,14621.5749999974,50,0,1,3,3,0,NaN,NaN
3415,768251,7369.54500000866,6,1,1,0,0,0,NaN,NaN
3419,768251,4137.47000000149,6,2,1,1,0,0,0,0
3423,768251,7436.19999999646,36,3,1,1,1,0,0,0
3427,768251,5282.68500001286,50,4,1,0,1,0,0.333333333333333,0
3431,768251,4072.81499999226,46,5,1,1,0,0,0.5,NaN
3435,768251,5597.76499999862,29,6,1,1,0,0,0.4,0
3439,768251,3508.38499999372,45,7,1,0,1,0,0.333333333333333,0
3443,768251,3858.59999999229,28,8,1,0,0,0,0.428571428571429,0
3447,768251,4308.38000000222,46,9,1,1,1,0,0.375,0
3451,768251,3710.98999999231,36,10,1,0,0,0,0.444444444444444,0
3456,768256,15296.6049999231,5,0,1,3,3,0,NaN,NaN
3461,768256,13058.5999999894,3,1,1,0,0,0,NaN,NaN
3465,768256,5954.93000000715,3,2,1,1,0,0,0,0
3469,768256,5637.17500003986,3,3,1,0,0,0,0,0
3473,768256,15613.614999922,15,4,1,1,1,0,0,0
3477,768256,4940.39000000339,15,5,1,0,1,0,0.25,0
3481,768256,3820.52499998827,3,6,1,1,0,0,0.4,0
3485,768256,3661.12499998417,3,7,1,1,0,0,0.333333333333333,0
3489,768256,4829.09500005189,15,8,1,1,1,0,0.285714285714286,0
3493,768256,4766.57500001602,15,9,1,0,1,0,0.375,0
3497,768256,3387.60500005446,3,10,1,0,0,0,0.444444444444444,0
3502,768259,9473.89999999723,33,0,1,3,3,0,NaN,NaN
3507,768259,13927.4000000005,23,1,1,1,0,0,NaN,NaN
3511,768259,5339.30000000692,35,2,1,0,0,0,0,0
3515,768259,4778.70000000985,13,3,1,1,0,0,0,0
3519,768259,14264.5000000048,1,4,1,1,1,0,0,0
3523,768259,6099.79999999632,10,5,1,1,1,0,0.25,0
3527,768259,10139.4999999902,1,6,1,0,1,0,0.4,0
3531,768259,6806.9000000105,28,7,1,0,0,0,0.5,NaN
3535,768259,2104.39999999653,32,8,1,1,0,0,0.428571428571429,0
3539,768259,1615.29999999038,41,9,1,0,0,0,0.375,0
3543,768259,7347.49999998894,3,10,1,0,1,0,0.333333333333333,0
3594,768266,20056.5999999817,50,0,1,3,3,0,NaN,NaN
3599,768266,8348.09999997378,50,1,1,0,0,0,NaN,NaN
3603,768266,6725.00000000582,50,2,1,0,1,0,0,0
3607,768266,2556.4000000013,50,3,1,0,1,0,0.5,NaN
3611,768266,5661.40000001178,50,4,1,1,0,0,0.666666666666667,1
3615,768266,6891.99999999255,53,5,1,1,1,0,0.5,NaN
3619,768266,3185.89999998221,46,6,1,1,0,0,0.6,1
3623,768266,6003.30000001122,60,7,1,1,1,0,0.5,NaN
3627,768266,2735.70000001928,52,8,1,0,0,0,0.571428571428571,1
3631,768266,2889.10000000033,55,9,1,0,0,0,0.5,NaN
3635,768266,4912.60000001057,43,10,1,1,0,0,0.444444444444444,0
3548,768267,6805,48,0,1,3,3,0,NaN,NaN
3553,768267,7626,48,1,1,1,0,0,NaN,NaN
3557,768267,6300,49,2,1,0,1,0,0,0
3561,768267,5685,48,3,1,1,0,0,0.5,NaN
3565,768267,3299,49,4,1,1,0,0,0.333333333333333,0
3569,768267,2505,48,5,1,0,0,0,0.25,0
3573,768267,2205,49,6,1,0,0,0,0.2,0
3577,768267,2854,46,7,1,1,1,0,0.166666666666667,0
3581,768267,2746,49,8,1,0,1,0,0.285714285714286,0
3585,768267,2052,50,9,1,1,1,0,0.375,0
3589,768267,1959,49,10,1,0,0,0,0.444444444444444,0
3641,768275,8257.50000006519,62,0,1,3,3,0,NaN,NaN
3645,768275,4810.91499980539,42,1,1,0,0,0,NaN,NaN
3650,768275,2873.43000015244,52,2,1,0,1,0,0,0
3653,768275,2498.62500000745,45,3,1,0,0,0,0.5,NaN
3657,768275,2826.78000000305,52,4,1,0,1,0,0.333333333333333,0
3661,768275,3353.58000011183,45,5,1,1,0,0,0.5,NaN
3665,768275,3942.03500007279,40,6,1,1,0,0,0.4,0
