02o9wrne,1,25,1,1,3,4,0,1,5,8,0,2,3,3,3,2,5,4,4,15,1,0
02o9wrne,2,25,1,1,3,4,0,1,6,3,1,4,3,3,3,2,5,4,4,15,2,1
09bjdfe9,1,22,1,3,3,1,0,0,8,8,1,7,5,2,2,0,0,0,0,0,1,0
09bjdfe9,2,22,1,3,3,1,0,1,6,3,1,7,4,4,3,0,0,0,0,0,2,1
0f9j4jxb,1,21,1,2,3,4,1,0,4,8,1,9,4,1,2,8,27,31,28,94,1,0
0f9j4jxb,2,21,1,2,3,4,1,1,3,3,1,9,4,3,5,8,27,31,28,94,2,1
0mpo8qff,1,23,1,1,4,4,1,1,9,8,1,7,5,5,2,1,3,3,2,9,2,1
0mpo8qff,2,23,1,1,4,4,1,1,5,3,1,8,3,3,4,1,3,3,2,9,2,1
0r5qm9fk,1,48,1,1,3,3,1,1,6,8,0,3,2,4,4,3,5,7,10,25,1,0
0r5qm9fk,2,48,1,1,3,3,1,1,3,3,1,4,2,4,4,3,5,7,10,25,2,1
0s9w73p2,1,23,1,3,3,4,0,0,10,8,1,6,4,4,2,12,33,41,44,130,1,0
0s9w73p2,2,23,1,3,3,4,0,1,6,3,1,6,4,3,2,12,33,41,44,130,2,1
0tk4lcaj,1,34,0,2,6,4,1,0,5,8,1,4,3,3,4,4,10,13,14,41,1,0
0tk4lcaj,2,34,0,2,6,4,1,0,5,3,1,4,3,3,4,4,10,13,14,41,1,0
0ts4u4t5,1,28,0,1,3,5,0,1,3,8,0,4,3,3,3,2,5,6,6,19,1,0
0ts4u4t5,2,28,0,1,3,5,0,1,1,3,1,1,3,3,3,2,5,6,6,19,2,1
0vh5zhe6,1,23,1,1,4,4,0,1,5,8,1,8,5,4,3,5,19,17,17,58,2,1
0vh5zhe6,2,23,1,1,4,4,0,0,4,3,0,7,4,4,3,5,19,17,17,58,0,1
13oaonuz,1,20,1,6,6,4,0,1,1,8,1,8,5,5,4,4,4,8,14,30,2,1
13oaonuz,2,20,1,6,6,4,0,1,1,3,1,6,5,5,4,4,4,8,14,30,2,1
16erjjog,1,19,1,1,3,1,1,1,8,8,1,7,3,4,4,5,20,13,16,54,2,1
16erjjog,2,19,1,1,3,1,1,0,3,3,0,3,3,4,5,5,20,13,16,54,0,1
16q2mrtf,1,21,0,3,3,4,0,1,10,8,1,6,3,2,3,7,21,23,20,71,2,1
16q2mrtf,2,21,0,3,3,4,0,1,6,3,1,4,4,2,3,7,21,23,20,71,2,1
1c8vjwfk,1,24,1,3,4,4,0,1,4,8,1,7,4,4,2,7,20,24,28,79,2,1
1c8vjwfk,2,24,1,3,4,4,0,0,3,3,1,9,5,5,2,7,20,24,28,79,1,0
1h76nvf7,1,28,1,1,4,4,0,1,10,8,0,7,4,2,4,5,20,18,14,57,1,0
1h76nvf7,2,28,1,1,4,4,0,0,10,3,1,7,4,2,4,5,20,18,14,57,1,0
1icbk4ea,1,21,1,1,1,4,1,0,10,8,1,6,3,3,3,3,7,6,7,23,1,0
1icbk4ea,2,21,1,1,1,4,1,0,4,3,0,5,3,3,3,3,7,6,7,23,0,1
1jbaisal,1,29,0,3,4,4,0,1,10,8,1,6,3,4,4,1,3,3,3,10,2,1
1jbaisal,2,29,0,3,4,4,0,0,10,3,0,7,3,4,4,1,3,3,3,10,0,1
1lxm0s43,1,21,1,1,3,1,1,1,3,8,1,4,2,2,4,5,15,14,15,49,2,1
1lxm0s43,2,21,1,1,3,1,1,0,3,3,1,6,2,2,4,5,15,14,15,49,1,0
1mxmg9n0,1,30,1,1,4,4,1,1,7,8,0,6,2,3,3,6,13,17,14,50,1,0
1mxmg9n0,2,30,1,1,4,4,1,0,6,3,1,7,2,3,3,6,13,17,14,50,1,0
1si0jb53,1,22,1,1,3,4,1,1,2,8,1,9,4,4,5,5,21,14,20,60,2,1
1si0jb53,2,22,1,1,3,4,1,1,3,3,1,9,4,4,5,5,21,14,20,60,2,1
1wbsb1jx,1,26,1,1,4,4,0,1,10,8,0,3,2,3,3,5,10,9,15,39,1,0
1wbsb1jx,2,26,1,1,4,4,0,0,10,3,1,4,2,1,1,5,10,9,15,39,1,0
1x39ee6m,1,22,0,6,3,4,0,0,3,8,0,1,4,4,3,4,13,8,13,38,0,1
1x39ee6m,2,22,0,6,3,4,0,1,10,3,1,8,4,4,3,4,13,8,13,38,2,1
221feeds,1,22,1,1,3,4,0,1,2,8,0,6,5,4,4,5,15,14,17,51,1,0
221feeds,2,22,1,1,3,4,0,0,2,3,0,5,4,4,4,5,15,14,17,51,0,1
27li1hj8,1,32,0,1,3,4,1,0,10,8,1,5,5,1,3,2,5,3,4,14,1,0
27li1hj8,2,32,0,1,3,4,1,0,10,3,1,7,5,1,3,2,5,3,4,14,1,0
2bvovv5v,1,21,1,1,3,4,0,0,7,8,0,5,4,3,2,4,10,12,17,43,0,1
2bvovv5v,2,21,1,1,3,4,0,1,6,3,1,10,5,3,2,4,10,12,17,43,2,1
2bw78otl,1,23,1,1,4,4,1,0,9,8,0,2,4,4,4,9,19,32,31,91,0,1
2bw78otl,2,23,1,1,4,4,1,1,5,3,1,4,4,4,4,9,19,32,31,91,2,1
2lovnx5j,1,20,1,4,3,1,1,1,7,8,1,9,4,4,5,3,8,12,12,35,2,1
2lovnx5j,2,20,1,4,3,1,1,1,7,3,1,9,4,4,5,3,8,12,12,35,2,1
2veg54wv,1,21,0,1,5,4,1,1,6,8,0,4,3,3,3,2,4,4,5,15,1,0
2veg54wv,2,21,0,1,5,4,1,1,3,3,1,7,3,3,3,2,4,4,5,15,2,1
39dyv3gu,1,23,1,1,4,1,1,0,10,8,1,4,3,4,4,6,23,21,22,72,1,0
39dyv3gu,2,23,1,1,4,1,1,0,7,3,1,10,3,4,4,6,23,21,22,72,1,0
39n19dj6,1,39,1,1,5,4,0,1,8,8,1,7,4,2,2,2,6,5,6,19,2,1
39n19dj6,2,39,1,1,5,4,0,1,7,3,1,6,3,2,2,2,6,5,6,19,2,1
39pyhrq5,1,22,1,1,3,4,0,0,1,8,0,7,4,4,4,11,38,34,38,121,0,1
39pyhrq5,2,22,1,1,3,4,0,0,2,3,1,10,5,5,5,11,38,34,38,121,1,0
3i645i2n,1,23,0,1,3,6,1,1,10,8,1,6,2,4,4,3,10,7,10,30,2,1
3i645i2n,2,23,0,1,3,6,1,1,9,3,1,7,2,4,4,3,10,7,10,30,2,1
3uhsabrj,1,27,1,1,3,4,0,1,4,8,1,5,3,3,3,2,7,5,6,20,2,1
3uhsabrj,2,27,1,1,3,4,0,0,3,3,1,5,3,3,3,2,7,5,6,20,1,0
3wuwevgm,1,28,0,1,3,12,0,0,10,8,1,7,5,3,2,9,31,23,26,89,1,0
